SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
512626,ORBIT EXPORT,B ,Q,59.85,60.40,57.40,57.60,57.70,59.30,29,14145,842610.00,
512634,SAVERA IND  ,X ,Q,46.95,46.95,41.35,42.30,42.05,41.75,11,946,40657.00,
513005,VBC FERRO   ,XT,Q,12.00,12.06,12.00,12.06,12.05,12.30,3,451,5437.00,
513010,TATASTLLP   ,A ,Q,690.00,710.90,679.50,710.90,710.90,677.05,289,4169,2930151.00,
513023,NAV BHAR VEN,A ,Q,69.55,70.45,69.35,69.95,69.95,69.50,418,65747,4597813.00,
513043,REMI EDEL   ,X ,Q,18.50,18.50,17.85,17.85,17.85,18.30,2,40,717.00,
513059,G.S.AUTO INT,XT,Q,4.55,4.55,4.15,4.16,4.16,4.35,9,4761,21061.00,
513063,TRANSFREIGHT,XT,Q,9.61,9.80,9.61,9.80,9.80,9.61,5,597,5755.00,
513097,SHIV.BIMETAL,X ,Q,83.00,84.90,82.00,83.50,83.75,83.25,226,14723,1227198.00,
513108,GANDHI SP.TU,B ,Q,284.90,284.90,264.60,268.05,269.05,273.70,107,5125,1377371.00,
513117,AMFORGE IND.,XT,Q,1.80,1.80,1.79,1.79,1.79,1.82,10,1260,2265.00,
513121,ORICON ENT  ,T ,Q,17.15,18.70,17.15,18.30,18.30,17.95,117,44184,786785.00,
513149,ACROW INDIA ,X ,Q,121.30,147.00,121.30,126.35,126.35,134.70,12,316,41434.00,
513151,STI INDIA LT,Z ,Q,4.74,4.74,4.74,4.74,4.74,4.52,1,25,118.00,
513173,STL STR INF ,X ,Q,4.27,4.27,4.27,4.27,4.27,4.49,3,401,1712.00,
513179,NAT STL AGRO,T ,Q,4.50,4.50,4.50,4.50,4.50,4.50,1,100,450.00,
513216,UTTAM GALVA ,T ,Q,8.32,8.32,8.05,8.32,8.32,7.93,329,375258,3110650.00,
513228,PENNAR STEEL,B ,Q,17.00,17.00,16.40,16.55,16.55,16.55,80,11807,197108.00,
513250,JYOTI STRUCT,Z ,Q,4.74,4.79,4.74,4.79,4.79,4.57,154,63599,304339.00,
513252,JAY USHIN   ,X ,Q,468.00,468.00,468.00,468.00,468.00,460.50,1,15,7020.00,
513262,ST.STR.WHEEL,B ,Q,665.00,678.40,663.90,673.00,678.10,665.50,264,1937,1300775.00,
513269,MAN IND.(I) ,B ,Q,78.00,79.05,77.40,77.85,77.65,76.90,87,7097,554399.00,
513295,IMEC        ,X ,Q,1.35,1.35,1.23,1.23,1.23,1.29,11,1087,1350.00,
513303,MODERN STEEL,X ,Q,3.86,3.86,3.85,3.85,3.85,3.86,4,1120,4322.00,
513305,TERRASCOPE  ,X ,Q,1.79,1.97,1.79,1.97,1.97,1.88,11,14716,28833.00,
513307,SYNTHIKO FOI,XT,Q,24.45,26.50,24.45,24.45,24.45,25.70,17,7350,179808.00,
513309,GOLKONDA    ,Z ,Q,8.29,8.29,8.29,8.29,8.29,8.29,1,10,82.00,
513335,METALFORGE  ,T ,Q,5.40,5.45,5.10,5.10,5.10,5.35,24,6375,32774.00,
513343,GRAND FOUND ,B ,Q,1.97,2.07,1.97,2.07,2.07,2.07,3,860,1751.00,
513349,AJMERA      ,B ,Q,117.00,119.40,116.45,116.95,117.15,115.80,820,48677,5751271.00,
513353,COCHIN MIN. ,X ,Q,116.70,121.00,115.50,116.50,116.00,116.45,62,2076,243217.00,
513361,ISW LTD     ,XT,Q,0.74,0.74,0.69,0.74,0.74,0.71,63,80665,58815.00,
513369,RAJKUMAR FRG,X ,Q,41.25,41.25,38.65,41.15,41.15,41.35,12,232,9310.00,
513375,CARBORUNDUM ,A ,Q,488.00,494.00,476.85,491.20,490.05,474.80,1283,14634,7091922.00,
513377,MINERAL&METL,A ,Q,45.30,45.30,43.35,43.55,43.55,42.65,809,301272,13250177.00,
513397,VALLABH STEL,X ,Q,10.44,10.44,10.44,10.44,10.44,10.44,1,40,417.00,
513401,ASHIANA ISP.,X ,Q,10.15,10.15,10.11,10.11,10.11,9.75,8,2155,21817.00,
513403,PM TELELINN ,X ,Q,4.57,4.57,4.57,4.57,4.57,4.36,14,3557,16255.00,
513418,SMFIL       ,XT,Q,0.79,0.79,0.79,0.79,0.79,0.80,10,5503,4347.00,
513430,MAITRI      ,XT,Q,5.85,5.85,5.85,5.85,5.85,5.96,1,1,5.00,
513434,TATA METALIK,A ,Q,733.65,840.55,730.40,797.85,797.85,720.10,5445,120975,95795755.00,
513436,SHAH ALLOYS ,T ,Q,8.50,8.55,8.50,8.55,8.55,8.37,5,4118,35183.00,
513446,JSWISPL     ,B ,Q,25.00,25.20,24.45,25.10,25.15,24.00,146,48265,1209854.00,
513452,ELANGO INDUS,XT,Q,2.30,2.30,2.25,2.25,2.25,2.25,2,101,227.00,
513456,KANISHK ST. ,XT,Q,9.74,9.74,8.82,9.68,9.68,9.28,14,1469,13947.00,
513460,MAHALAXMI SM,Z ,Q,3.51,3.51,3.34,3.34,3.34,3.51,3,30,102.00,
513472,SIMPLEX CAST,X ,Q,16.00,16.70,15.95,15.95,15.95,16.15,12,3286,52622.00,
513488,SH.STEEL WIR,X ,Q,23.45,23.45,21.00,21.50,21.50,22.00,20,957,20849.00,
513498,SOUTH.MAGNES,XT,Q,10.50,10.50,10.50,10.50,10.50,10.50,3,221,2320.00,
513502,BARODA EXTR.,XT,Q,0.99,0.99,0.99,0.99,0.99,1.01,33,16754,16586.00,
513509,KALYANI FORG,T ,Q,178.25,196.85,178.25,195.45,196.85,187.50,15,754,144550.00,
513511,PANCH.STEEL ,X ,Q,28.90,30.75,28.60,29.00,29.95,28.85,13,1597,46183.00,
513513,ADITYA ISPAT,X ,Q,4.80,4.80,4.80,4.80,4.80,4.80,3,1100,5280.00,
513517,STEELCAST   ,X ,Q,136.50,146.00,130.00,136.70,136.70,135.45,57,1049,145217.00,
513519,PITTIENG    ,B ,Q,65.00,68.50,65.00,67.70,67.20,66.35,861,126148,8395343.00,
513528,GLITTEK GRAN,X ,Q,1.82,1.82,1.82,1.82,1.82,1.86,2,1020,1856.00,
513532,PRADEEP MET.,X ,Q,38.40,38.45,37.25,37.65,37.65,37.30,22,1542,58212.00,
513536,GNRL        ,XT,Q,13.15,13.15,13.15,13.15,13.15,13.40,16,1383,18186.00,
513548,SHARDA ISPAT,XT,Q,53.20,53.20,52.15,52.15,52.15,53.20,18,719,37497.00,
513554,MAHA STEEL  ,B ,Q,75.35,89.50,75.35,89.50,89.50,74.60,511,28891,2532882.00,
513558,REAL STRIPS ,X ,Q,9.97,9.97,9.97,9.97,9.97,9.99,2,300,2991.00,
513566,NOVA IRON&ST,XT,Q,6.84,6.84,6.84,6.84,6.84,6.84,7,409,2797.00,
513599,HIND.COPPER ,A ,Q,123.00,127.00,120.75,121.55,122.00,123.05,1266,164348,20478723.00,
513605,SRIPIPES    ,A ,Q,173.00,174.20,167.60,173.10,173.80,168.30,324,15085,2567529.00,
513683,NLCINDIA    ,A ,Q,49.10,52.30,49.10,51.45,51.45,49.10,650,108869,5495923.00,
513687,SPECTRA IND.,XT,Q,2.40,2.40,2.40,2.40,2.40,2.43,2,520,1248.00,
513691,JMT AUTO LTD,T ,Q,2.65,2.65,2.47,2.48,2.47,2.59,245,142411,353830.00,
513693,KIC METALIKS,X ,Q,27.10,27.95,27.10,27.85,27.60,27.00,45,7363,204252.00,
513709,SHILP GRAVUR,X ,Q,94.05,94.95,91.00,91.20,91.75,93.15,176,19249,1783257.00,
513713,WHITEORG    ,X ,Q,4.25,4.30,4.15,4.16,4.15,4.15,81,31394,131249.00,
513723,HIMALAYA GR.,X ,Q,19.20,19.20,19.20,19.20,19.20,19.20,3,50,960.00,
513729,ARO GRANITE ,B ,Q,40.05,48.00,40.00,40.50,40.35,40.25,164,15253,634714.00,
514010,HIM.FIBRES  ,XT,Q,2.29,2.30,2.29,2.29,2.29,2.33,17,2921,6690.00,
514030,DEEPAK SPINN,X ,Q,93.00,93.00,89.60,89.95,90.00,90.40,77,6009,551229.00,
514034,JBF IND.LTD ,B ,Q,14.45,14.84,14.30,14.84,14.84,14.14,292,250716,3716910.00,
514036,LOY.TEX MILL,X ,Q,510.00,510.00,480.00,507.50,510.00,503.95,14,112,57090.00,
514043,HIMAT.SEIDE ,A ,Q,150.30,151.25,146.30,147.00,146.95,147.35,689,56881,8531911.00,
514045,BSL LTD.    ,B ,Q,34.15,35.00,31.15,33.85,33.50,33.25,89,10299,344021.00,
514087,PBM POLYTEX ,X ,Q,54.40,54.40,51.00,53.60,53.60,50.30,6,45,2355.00,
514113,ADHINATH TEX,XT,Q,3.12,3.18,3.12,3.18,3.18,3.18,5,401,1263.00,
514138,SURYALATA SP,XT,Q,132.00,132.00,132.00,132.00,132.00,132.00,2,35,4620.00,
514140,SURYAVA SPIN,X ,Q,7.90,8.00,7.86,7.86,7.86,8.02,8,501,3955.00,
514142,TT LTD.     ,B ,Q,47.20,47.20,46.30,46.60,46.60,46.65,6,101,4703.00,
514162,WELSPUN (I) ,A ,Q,85.00,85.45,82.25,83.60,83.60,83.60,2812,181630,15266688.00,
514165,IND.ACRYLICS,X ,Q,10.00,10.15,9.76,9.95,9.90,9.85,242,83182,820621.00,
514167,GANESH ECOSP,B ,Q,560.10,604.30,550.10,596.00,596.00,565.85,322,7831,4555488.00,
514171,CEETA IND.  ,XT,Q,9.69,9.69,9.50,9.69,9.69,9.50,16,7695,73519.00,
514175,VARDHMAN POL,B ,Q,18.35,18.35,17.25,17.30,17.30,17.90,52,5905,103845.00,
514183,BLA ROS IND ,X ,Q,167.10,176.00,161.60,172.00,172.00,162.60,6702,419222,72193776.00,
514197,ST CORP     ,XT,Q,4.29,4.29,4.29,4.29,4.29,4.28,2,92,394.00,
514211,SUMEET INDUS,T ,Q,4.72,4.72,4.51,4.72,4.72,4.50,241,369471,1730971.00,
514215,BINNY LTD.  ,XT,Q,129.65,129.65,122.05,125.00,125.00,126.30,45,1967,245270.00,
514221,KLIFESTYLE  ,Z ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,7199,1367.00,
514223,RAMGOPAL POL,XT,Q,1.22,1.22,1.20,1.20,1.20,1.19,5,4233,5119.00,
514234,SANGAM INDIA,T ,Q,76.50,77.95,73.10,73.75,73.75,76.50,12,6430,474417.00,
514240,KUSHIND     ,X ,Q,1.76,1.76,1.73,1.73,1.73,1.76,5,363,628.00,
514248,SREECHEM RES,P ,Q,9.78,9.78,9.78,9.78,9.78,9.32,2,700,6846.00,
514260,SURBHI IND. ,XT,Q,1.37,1.37,1.37,1.37,1.37,1.31,1,50,68.00,
514264,SEASONS TEXT,XT,Q,6.75,7.20,6.55,6.94,7.20,6.89,8,178,1216.00,
514266,ZENITH FIBRE,X ,Q,37.00,40.00,36.75,39.00,39.00,36.75,11,513,20379.00,
514272,BHILWARA SP.,X ,Q,15.15,15.15,15.15,15.15,15.15,14.50,1,10,151.00,
514274,AARVEE DENIM,B ,Q,17.40,17.40,17.40,17.40,17.40,17.40,1,1,17.00,
514286,ASHIMA LTD. ,B ,Q,15.27,15.80,14.75,15.30,15.06,15.09,172,73735,1125372.00,
514300,PIONEER EMB ,B ,Q,39.45,42.50,38.15,39.95,39.95,38.45,375,9952,394135.00,
514302,VIPPY SPIN. ,X ,Q,46.00,46.00,46.00,46.00,46.00,46.20,7,815,37490.00,
514322,KAMADGIRI   ,X ,Q,29.05,29.40,28.80,29.35,28.80,29.50,8,73,2120.00,
514326,PATSPIN INDI,B ,Q,4.90,4.90,4.90,4.90,4.90,5.00,4,539,2641.00,
514332,NEOINFRA    ,X ,Q,15.15,15.50,15.15,15.50,15.50,15.00,5,4500,68450.00,
514354,PREMIER POLY,B ,Q,39.70,39.70,35.70,36.20,36.85,37.00,9,109,4154.00,
514360,KRRAIL      ,X ,Q,13.92,14.18,13.00,13.24,13.75,14.24,48,8657,117417.00,
514386,GUJ COTEX   ,X ,Q,1.13,1.13,1.11,1.11,1.11,1.13,3,2016,2278.00,
514394,AJIL        ,X ,Q,30.30,31.00,28.25,28.65,28.25,29.70,67,3273,95255.00,
514400,GARWARE SYN.,X ,Q,5.16,5.16,5.16,5.16,5.16,5.06,7,3800,19608.00,
514418,MANORG      ,X ,Q,494.00,509.00,491.05,505.25,508.00,488.15,421,9848,4963504.00,
514428,HINDU.ADHESI,X ,Q,112.95,120.00,112.95,115.00,115.00,113.50,15,204,23406.00,
514442,SRI KPR IND ,X ,Q,11.89,11.89,11.89,11.89,11.89,11.33,1,25,297.00,
514448,JYOTI RESINS,X ,Q,533.95,574.95,512.00,519.05,520.00,515.60,190,3450,1810892.00,
514454,SOUTH.LATEX ,XT,Q,5.72,5.72,5.72,5.72,5.72,6.02,1,200,1144.00,
514470,WIMSOME TEXT,T ,Q,28.40,28.40,26.00,27.90,27.90,27.10,9,5950,165455.00,
514484,THAMBI MOD. ,X ,Q,7.37,7.37,7.37,7.37,7.37,7.75,1,1000,7370.00,
515008,MOD.INSUL.  ,XT,Q,46.80,47.45,45.10,45.15,45.90,45.40,44,6578,300785.00,
515018,REG.CERAMIC ,T ,Q,1.47,1.47,1.35,1.35,1.35,1.40,4,1519,2231.00,
515030,ASAHI IN.GLA,A ,Q,285.40,312.55,283.80,300.50,300.50,288.45,445,7837,2319285.00,
515037,MURD.CERAM  ,B ,Q,19.10,19.55,18.75,19.00,19.00,19.30,80,10660,202544.00,
515043,SAINT-GOBAIN,X ,Q,66.90,66.95,65.25,66.10,66.10,65.95,253,22694,1498019.00,
515055,ANANTRAJ    ,B ,Q,56.65,56.65,55.00,55.65,55.90,55.05,295,139970,7772591.00,
515059,MADHUS.IND. ,X ,Q,11.00,11.40,10.65,11.40,11.40,11.00,3,1125,12075.00,
515085,RESTILE CER.,X ,Q,1.94,2.06,1.94,2.04,2.04,1.99,4,14686,29957.00,
515093,MADHAV MARB.,B ,Q,48.15,48.70,47.45,47.80,47.50,48.05,54,7570,362935.00,
515127,RAMASIGNS   ,X ,Q,2.02,2.07,2.02,2.07,2.07,1.98,6,3000,6200.00,
515145,HIND.NAT.GLS,T ,Q,32.10,33.50,30.55,32.30,31.50,32.10,74,11660,374308.00,
515147,HALDYN GLASS,X ,Q,32.50,33.40,32.00,32.65,32.80,31.85,294,115437,3752750.00,
516003,DUROPLY     ,X ,Q,56.00,57.30,53.35,53.75,55.00,53.20,17,1416,76381.00,
516007,MANGALAM TIM,B ,Q,10.54,11.63,10.54,11.00,11.00,11.09,21,3300,36666.00,
516016,SHREYANS IND,B ,Q,105.00,106.00,98.75,101.05,102.55,105.10,172,8173,835745.00,
516022,STAR PAPER  ,B ,Q,122.80,122.80,119.50,121.05,121.05,122.40,75,2812,339224.00,
516030,YASHPAKKA   ,X ,Q,80.10,83.85,78.20,82.65,83.35,80.95,214,45855,3748525.00,
516062,NAT.PLYWOOD ,Z ,Q,5.73,5.73,5.73,5.73,5.73,5.73,3,1400,8022.00,
516064,ARROWGREEN  ,T ,Q,72.70,72.70,67.50,68.20,67.55,71.05,35,1424,97301.00,
516072,VISHNU CHEM ,B ,Q,272.00,274.00,262.35,271.50,272.00,271.90,122,1211,325989.00,
516078,JUMBO BAG   ,Z ,Q,8.37,8.37,8.37,8.37,8.37,8.81,7,12450,104206.00,
516082,N.R.AGARWAL ,B ,Q,239.85,241.95,235.00,235.70,235.00,238.50,155,1795,427141.00,
516086,SH.RAJES.PAP,XT,Q,2.08,2.08,2.08,2.08,2.08,2.18,2,980,2038.00,
516092,3PLAND      ,B ,Q,8.21,8.51,8.21,8.51,8.51,8.44,3,205,1743.00,
516096,SANGAL PAPER,XT,Q,60.10,63.05,57.05,63.05,63.05,60.05,4,201,11853.00,
516098,VENTURA TEXL,X ,Q,2.42,2.42,2.41,2.41,2.41,2.31,4,1287,3113.00,
516106,SH.KARTHIK P,X ,Q,2.19,2.19,2.19,2.19,2.19,2.09,4,2000,4380.00,
516108,S.I.PAPER   ,X ,Q,86.25,88.65,86.10,86.50,86.50,88.65,23,798,68927.00,
516110,SCANDENT    ,XT,Q,15.45,15.45,15.30,15.40,15.40,15.15,6,12,183.00,
517015,VINDHYA TELE,A ,Q,812.90,824.95,812.10,817.50,819.35,813.55,136,9392,7711475.00,
517035,RUTTONSHA IN,XT,Q,50.00,50.00,47.65,50.00,50.00,49.80,7,612,29551.00,
517041,ADORWELDING ,B ,Q,303.00,305.35,301.00,303.35,301.00,302.75,69,2136,649011.00,
517059,SALZER ELEC ,B ,Q,131.85,131.85,125.55,126.85,126.65,130.55,254,6051,771946.00,
517063,JETINFOTRAN ,X ,Q,33.00,34.85,32.05,34.85,34.85,33.60,5,268,8997.00,
517077,INDAGIV COMM,XT,Q,24.05,24.05,24.05,24.05,24.05,25.30,1,10,240.00,
517096,APLAB LTD.  ,X ,Q,17.80,17.80,17.60,17.75,17.80,17.25,9,414,7350.00,
517119,PCS TECH    ,X ,Q,4.98,5.40,4.94,4.95,4.94,5.19,22,3988,20138.00,
517146,USHA MART.LT,A ,Q,34.00,34.00,32.70,33.15,33.30,32.35,155,38612,1285254.00,
517166,SPEL SEMICON,XT,Q,13.65,14.72,13.60,14.64,14.70,14.03,100,99457,1435238.00,
517168,SUBROS LTD. ,A ,Q,308.80,310.20,304.55,306.85,307.40,306.30,87,21991,6794541.00,
517174,HONEYWELL   ,A ,Q,46123.70,47000.00,45704.15,46457.15,46981.40,45349.90,139,236,10885334.00,
517201,SWITCH.TECH.,X ,Q,30.00,30.05,30.00,30.05,30.05,30.00,3,290,8702.00,
517206,LUMAX IND   ,B ,Q,1624.00,1638.65,1611.90,1630.90,1630.90,1582.55,61,123,200189.00,
517214,DIGISPICE   ,T ,Q,53.00,58.50,53.00,53.00,53.00,55.75,194,41199,2189662.00,
517230,PREM.AU.ELEC,Z ,Q,9.93,9.93,9.93,9.93,9.93,9.46,13,6028,59858.00,
517236,CALCOM VISIO,XT,Q,29.60,30.35,28.05,30.35,30.35,28.95,21,2286,68927.00,
517238,DYNAVISION  ,XT,Q,69.00,69.00,65.00,69.00,69.00,67.00,6,238,16222.00,
517246,BCC FUBA    ,XT,Q,22.07,22.31,21.45,21.45,21.45,21.88,68,8898,195151.00,
517258,PRECISION EL,XT,Q,31.40,31.40,31.40,31.40,31.40,31.40,2,10,314.00,
517264,FINELINE CI ,X ,Q,25.15,25.15,23.15,23.15,23.15,24.35,17,1345,32824.00,
517271,HBL P SYS   ,B ,Q,34.80,34.80,33.00,33.40,33.15,33.65,878,68155,2288073.00,
517273,S&S POWER SW,T ,Q,19.90,19.95,19.90,19.90,19.90,19.95,6,477,9492.00,
517300,GUJ.IND.POW.,A ,Q,75.80,77.55,75.80,76.50,76.65,75.20,196,31581,2411772.00,
517330,CMI LTD.    ,T ,Q,47.75,47.75,44.10,44.10,44.10,46.40,24,3498,156525.00,
517334,MOTHERSON SS,A ,Q,202.00,207.70,200.75,202.10,202.10,199.00,4283,643201,131469388.00,
517344,MINDTECK (I),B ,Q,43.15,43.65,41.00,42.15,41.00,41.60,146,7776,332047.00,
517354,HAVELLSINDIA,A ,Q,1065.00,1077.40,1046.55,1048.95,1048.95,1050.30,1751,44453,47138885.00,
517356,ACI INFOCOM ,X ,Q,0.28,0.28,0.28,0.28,0.28,0.27,7,15473,4332.00,
517370,INCAP LTD.  ,XT,Q,19.30,19.30,19.30,19.30,19.30,19.25,3,579,11174.00,
517380,IGARSHI MOT ,A ,Q,272.80,277.75,263.05,265.00,266.45,269.90,229,5254,1415733.00,
517385,SYMPHONY    ,A ,Q,1282.40,1292.00,1265.90,1277.80,1273.50,1264.70,355,4004,5125110.00,
517393,VINTRON INF.,X ,Q,0.58,0.58,0.58,0.58,0.58,0.58,2,2900,1682.00,
517399,VXL INSTRUM.,X ,Q,3.81,3.81,3.81,3.81,3.81,3.63,6,1198,4564.00,
517403,SUN SOURCE  ,Z ,Q,1.84,1.84,1.84,1.84,1.84,1.84,2,1070,1968.00,
517415,LEE&NEE SOFT,XT,Q,2.38,2.38,2.16,2.29,2.29,2.27,43,26238,60540.00,
517417,PATEL AIRTEM,X ,Q,144.85,144.85,133.05,135.60,134.00,137.30,195,5495,749765.00,
517421,BFLYGANDHI  ,B ,Q,618.00,618.00,546.85,553.80,550.90,554.00,3680,46293,25618910.00,
517429,ATHENAGLO   ,XT,Q,35.80,35.80,35.55,35.75,35.55,35.50,6,500,17875.00,
517437,DUTRON POLY.,XT,Q,137.00,137.25,137.00,137.25,137.25,130.75,2,250,34262.00,
517447,R.S.SOFTWARE,B ,Q,25.40,25.40,24.55,25.00,25.00,25.60,38,2557,64419.00,
517449,MAGNA ELECTR,X ,Q,165.00,168.00,162.00,163.35,163.35,164.05,25,1766,288734.00,
517467,MARSONS     ,Z ,Q,12.09,12.09,11.54,11.54,11.54,11.54,3,70,841.00,
517477,ELNET TECH. ,X ,Q,120.00,120.00,114.00,119.85,119.90,119.90,105,2965,344883.00,
517494,ACCEL       ,XT,Q,16.90,17.25,15.71,15.98,16.55,16.53,61,18799,301787.00,
517498,WEBELSOLAR  ,B ,Q,43.40,44.20,42.00,42.00,42.00,42.35,152,23988,1037885.00,
517500,ROTO PUMPS  ,X ,Q,141.90,142.10,139.50,140.00,140.00,140.85,165,9775,1377018.00,
517506,TTK PRESTIGE,A ,Q,7176.15,7372.75,7122.50,7330.95,7305.05,7134.50,240,555,4052429.00,
517514,DHINDIA     ,X ,Q,15.15,15.50,14.00,14.71,14.30,14.82,26,2784,41031.00,
517522,RAJ GLO WIR ,B ,Q,780.10,785.40,771.50,775.00,775.00,769.70,95,384,298277.00,
517530,SURANATP    ,B ,Q,4.37,4.37,4.20,4.20,4.20,4.30,7,17569,73832.00,
517536,ONWARD TECHN,B ,Q,116.05,116.15,112.40,113.70,113.00,111.95,123,8082,917320.00,
517544,CENTUM ELEC ,B ,Q,387.00,400.00,373.35,376.50,376.50,386.80,83,337,130642.00,
517546,ALFA TRANSFO,X ,Q,9.94,10.19,9.25,9.30,9.30,9.73,50,93829,880078.00,
517548,STARLITE COM,Z ,Q,2.34,2.54,2.33,2.54,2.54,2.45,14,11375,28487.00,
517554,NHCFOODS    ,X ,Q,6.17,6.17,6.03,6.10,6.10,6.17,7,1330,8136.00,
517562,TRIGYN TECH ,B ,Q,63.45,64.65,57.05,63.15,63.50,63.05,246,12097,761032.00,
517569,KEI INDUST. ,A ,Q,537.70,537.70,517.10,529.10,524.55,517.75,427,4948,2606016.00,
517571,IMPPOWERS   ,B ,Q,14.05,14.05,14.00,14.00,14.00,14.65,52,800,11235.00,
518011,KEERTHI     ,XT,Q,107.90,107.90,98.55,98.55,98.55,103.70,30,1749,173340.00,
518029,GUJ.SIDH.CEM,B ,Q,32.10,33.50,32.10,32.70,32.70,32.45,266,27247,895494.00,
518075,SURAJ PRODUC,Z ,Q,34.70,34.70,31.55,34.70,34.70,33.15,9,1362,43536.00,
518091,ANJANI PORTL,B ,Q,211.15,214.55,209.85,210.35,209.85,209.40,107,1774,376454.00,
519003,MODINATURAL ,X ,Q,72.95,73.00,68.50,69.65,69.15,71.35,50,2871,204415.00,
519031,SHAH FOOD(P),XT,Q,30.85,30.85,30.85,30.85,30.85,32.45,2,50,1542.00,
519091,TASTY BITE  ,A ,Q,14151.25,14199.00,13892.80,13906.85,13892.80,13904.25,67,98,1382587.00,
519097,RITESH INTER,X ,Q,21.95,22.95,21.95,22.30,22.30,21.90,22,1891,42722.00,
519105,AVT NATURAL ,B ,Q,45.45,45.90,43.55,44.10,44.10,43.55,224,30214,1349333.00,
519126,HIND.FOODS  ,B ,Q,2025.10,2042.65,1972.60,2010.20,2039.00,2049.95,518,1764,3551727.00,
519136,NAHAR INDUST,B ,Q,46.20,46.90,44.20,44.80,44.80,45.35,36,14411,658063.00,
519156,VADILAL IND ,B ,Q,905.35,919.20,876.00,885.10,885.10,893.00,307,3514,3150630.00,
519174,ASHIANA AGRO,XT,Q,10.07,10.07,10.07,10.07,10.07,10.27,21,2383,23996.00,
519183,ADF FOODS LT,A ,Q,914.00,914.00,875.15,893.60,875.15,878.30,857,8121,7199066.00,
519191,RGRL        ,X ,Q,25.15,25.40,25.00,25.00,25.00,25.30,19,7025,177124.00,
519214,WILLIAM.FIN.,X ,Q,4.25,4.25,4.25,4.25,4.25,4.30,1,100,425.00,
519216,AJANTA SOYA ,X ,Q,72.90,75.50,71.20,72.70,72.30,71.30,111,6121,447820.00,
519224,WILLIAM.MAGO,B ,Q,16.55,17.50,16.50,17.50,17.50,16.70,47,5221,86785.00,
519230,RICHIRICH   ,X ,Q,3.99,3.99,3.99,3.99,3.99,3.80,1,25,99.00,
519260,SANWARIA    ,Z ,Q,0.60,0.63,0.59,0.59,0.59,0.62,487,1848635,1094665.00,
519262,PRIMA AGRO L,XT,Q,17.85,17.85,17.00,17.15,17.15,17.50,7,3263,55942.00,
519285,TARAI FOODS ,XT,Q,4.22,4.22,4.02,4.02,4.02,4.22,4,172,704.00,
519287,MODERN DAIRI,X ,Q,9.59,10.17,9.30,9.69,9.69,9.69,54,13611,135227.00,
519295,BAMBINO AGRO,X ,Q,173.50,173.50,162.15,168.50,168.50,164.55,58,1098,184925.00,
519299,PRIME INDS. ,Z ,Q,3.93,3.93,3.93,3.93,3.93,3.75,1,5,19.00,
519307,VIKAS WSP   ,B ,Q,6.10,6.24,6.09,6.15,6.10,5.95,172,211931,1313414.00,
519319,JATALIA     ,XT,Q,6.80,6.80,6.80,6.80,6.80,6.80,1,100,680.00,
519359,POONA DAL   ,X ,Q,34.45,34.45,32.35,32.95,32.65,34.40,49,2338,76693.00,
519367,TRANSGL.FOOD,X ,Q,175.75,175.75,166.05,175.10,175.00,169.45,44,625,108461.00,
519383,ANIK INDS   ,B ,Q,15.30,15.70,15.05,15.05,15.05,15.80,57,8182,123294.00,
519397,SHARAT INDUS,XT,Q,31.80,31.80,30.95,31.60,31.80,30.30,23,608,19156.00,
519421,KSE LIMITED ,XT,Q,2290.00,2297.80,2275.00,2295.60,2297.75,2287.40,24,165,377479.00,
519455,NARBADA     ,XT,Q,26.20,26.20,26.20,26.20,26.20,27.55,4,821,21510.00,
519457,VIRAT CRANE ,X ,Q,25.95,25.95,19.30,21.80,21.80,22.05,35,3485,73510.00,
519463,IB INFOTECH ,XT,Q,11.88,11.88,11.88,11.88,11.88,12.50,1,1,11.00,
519475,CHORDIA FOOD,X ,Q,96.00,99.00,94.00,94.25,94.25,95.95,26,1762,168532.00,
519477,CIANAGRO    ,XT,Q,45.80,45.80,44.60,45.25,44.60,45.80,11,294,13333.00,
519483,TAI INDUST. ,XT,Q,10.38,10.38,9.45,9.45,9.45,9.90,15,1275,12723.00,
519500,BKV INDUSTRS,XT,Q,3.23,3.23,3.17,3.23,3.23,3.23,12,1280,4128.00,
519532,ASIAN TEA   ,X ,Q,14.45,14.45,13.55,14.35,14.35,14.15,36,4818,67079.00,
519552,HERITGFOOD  ,A ,Q,314.65,314.65,295.00,296.55,296.55,305.80,681,8825,2662514.00,
519566,SIMRAN FARMS,XT,Q,62.90,62.90,62.90,62.90,62.90,64.15,26,1961,123346.00,
519588,DFM FOODS   ,A ,Q,365.20,384.60,356.10,358.80,358.80,359.05,325,2900,1074694.00,
519600,CCL PRODUCTS,A ,Q,241.40,241.40,234.00,238.65,237.85,236.35,342,5243,1241094.00,
519602,KELLTONTEC  ,B ,Q,66.90,72.65,66.35,71.25,71.45,65.45,683,56020,3943668.00,
519612,MAHAAN FOODS,X ,Q,17.55,17.55,15.90,15.90,15.90,17.55,6,123,2070.00,
520008,RICO AUTO   ,A ,Q,36.70,36.70,35.25,35.40,35.40,36.05,153,16563,595219.00,
