SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
540497,SCHAND      ,T ,Q,115.50,115.50,106.00,109.95,111.00,111.25,81,5052,552778.00,
540519,MEERA       ,M ,Q,70.50,71.15,70.50,71.10,71.10,74.15,6,7200,511080.00,
540526,IRBINVIT    ,IF,Q,53.50,53.60,53.15,53.26,53.26,53.25,9,30000,1602525.00,
540530,HUDCO       ,A ,Q,44.00,44.85,43.85,44.05,44.05,44.25,1196,230496,10203447.00,
540544,PSPPROJECT  ,A ,Q,462.55,467.80,452.50,457.60,461.40,469.95,453,23377,10856524.00,
540545,BGJL        ,B ,Q,40.80,40.80,40.80,40.80,40.80,41.60,12,516,21052.00,
540552,AXISAEGPG   ,B ,Q,14.20,14.20,14.20,14.20,14.20,14.20,1,8,113.00,
540565,INDIGRID    ,IF,Q,134.75,137.99,132.40,136.40,135.51,136.42,66,115668,15637786.00,
540570,VARIMAN     ,X ,Q,23.95,28.12,23.95,28.12,28.12,23.44,310,52112,1402743.00,
540575,STARCEMENT  ,A ,Q,96.50,96.90,95.40,96.20,96.35,96.25,51,2865,275412.00,
540595,TEJASNET    ,A ,Q,168.00,168.00,156.55,158.55,158.35,164.40,661,31810,5141472.00,
540596,ERIS        ,A ,Q,615.00,620.05,596.75,609.65,610.60,614.35,225,1894,1155908.00,
540602,GTPL        ,B ,Q,111.00,113.40,110.00,111.55,111.55,110.20,434,14316,1586749.00,
540611,AUBANK      ,A ,Q,1185.60,1356.35,1065.10,1293.80,1293.80,1179.45,6647,179355,229124868.00,
540612,ICICILOVOL  ,B ,Q,117.00,119.34,116.78,119.34,119.34,116.30,14,24,2841.00,
540614,GGENG       ,B ,Q,113.40,113.40,105.80,108.75,107.00,108.40,153,26595,2880908.00,
540615,7NR         ,B ,Q,6.65,7.00,6.65,6.70,6.80,6.81,65,62142,428574.00,
540621,BHAGYAPROP  ,B ,Q,28.10,28.25,28.10,28.25,28.25,28.30,2,6050,170012.00,
540642,SALASAR     ,B ,Q,362.00,369.35,340.20,351.00,364.00,361.25,387,2928,1046237.00,
540647,GANGESSEC   ,B ,Q,62.95,62.95,58.10,58.10,58.10,60.00,8,68000,4108800.00,
540648,PALASHSEC   ,B ,Q,45.00,45.00,44.65,44.65,44.65,47.00,5,658,29433.00,
540649,AVADHSUGAR  ,B ,Q,176.00,189.00,176.00,187.00,186.00,183.20,231,5936,1111414.00,
540650,MAGADHSUGAR ,B ,Q,101.20,103.50,98.00,102.20,102.20,102.05,115,6883,685458.00,
540653,SINTEXPLAST ,B ,Q,3.60,3.66,3.42,3.42,3.42,3.60,783,870808,3021353.00,
540654,GSTL        ,B ,Q,63.55,63.55,56.00,58.40,58.40,61.65,108,11618,686135.00,
540669,UTINEXT50   ,B ,Q,37.70,37.90,36.02,36.25,36.25,37.73,217,13785,504900.00,
540673,SIS         ,A ,Q,398.00,402.35,393.00,397.15,398.40,392.90,912,17978,7146435.00,
540678,COCHINSHIP  ,A ,Q,355.30,379.10,352.15,367.10,367.10,354.55,1664,36938,13377988.00,
540679,SMSLIFE     ,B ,Q,497.00,497.00,487.10,488.90,490.35,496.25,59,540,266180.00,
540680,KIOCL       ,B ,Q,142.75,143.00,136.00,136.85,136.10,139.60,780,21519,3011653.00,
540686,SMRUTHIORG  ,X ,Q,237.00,237.00,225.60,234.00,234.00,237.45,146,8899,2078034.00,
540691,ABCAPITAL   ,A ,Q,123.95,124.15,118.40,119.00,119.00,122.95,2386,486145,58734867.00,
540692,APEX        ,A ,Q,204.95,206.90,200.00,201.50,203.95,204.95,1375,35295,7174456.00,
540693,SHISHIND    ,B ,Q,37.05,42.90,36.30,36.60,38.00,40.25,49,5459,204090.00,
540696,KCDGROUP    ,XT,Q,28.85,28.85,28.85,28.85,28.85,28.85,1,1,28.00,
540697,AMFL        ,XT,Q,1.67,1.70,1.60,1.70,1.70,1.67,61,32189,54450.00,
540699,DIXON       ,A ,Q,3730.00,3765.05,3574.00,3635.90,3635.90,3624.65,10410,47099,172966834.00,
540700,BRNL        ,B ,Q,29.05,29.05,28.60,28.85,28.85,28.30,74,3203,92568.00,
540701,DCAL        ,A ,Q,109.55,111.80,106.65,108.65,108.65,109.30,1115,79860,8707941.00,
540702,LASA        ,B ,Q,61.80,62.90,60.45,60.65,60.75,60.90,141,5302,326798.00,
540704,MATRIMONY   ,B ,Q,980.90,988.30,934.40,944.70,950.00,970.35,1091,8124,7716924.00,
540709,RELHOME     ,B ,Q,2.40,2.40,2.27,2.28,2.28,2.38,263,427426,977059.00,
540710,CAPACITE    ,B ,Q,202.45,204.70,201.30,202.35,202.00,202.30,229,9933,2015486.00,
540715,SAGAR       ,M ,Q,9.00,9.00,9.00,9.00,9.00,9.00,1,3000,27000.00,
540716,ICICIGI     ,A ,Q,1400.60,1439.00,1400.60,1432.45,1432.45,1400.60,1383,45124,63561375.00,
540719,SBILIFE     ,A ,Q,884.00,884.00,868.05,872.70,872.70,873.75,1515,32252,28179997.00,
540724,DIAMONDYD   ,A ,Q,586.55,629.35,586.55,600.95,600.00,608.65,442,3614,2192549.00,
540725,SISL        ,B ,Q,262.10,263.00,258.75,261.50,261.50,257.50,51,1698,442743.00,
540726,TTFL        ,B ,Q,28.45,28.45,25.75,26.35,27.10,26.25,26,5346,145275.00,
540727,POOJA       ,M ,Q,26.20,26.20,26.20,26.20,26.20,25.00,1,36000,943200.00,
540728,SAYAJIIND   ,X ,Q,151.05,164.60,151.05,158.05,158.05,156.95,8,90,14255.00,
540729,VANTABIO    ,M ,Q,159.05,177.05,159.05,176.00,176.00,177.00,5,3750,631650.00,
540730,MEHAI       ,T ,Q,99.15,99.15,99.15,99.15,99.15,101.15,2,25,2478.00,
540735,IRIS        ,M ,Q,32.10,37.80,30.65,36.95,36.95,31.85,14,56000,1915400.00,
540737,SGRL        ,B ,Q,334.75,334.75,255.20,322.15,325.00,287.80,1145,34051,10573174.00,
540743,GODREJAGRO  ,A ,Q,489.00,521.00,488.75,513.00,513.25,492.20,6557,141994,72525487.00,
540744,MESCON      ,Z ,Q,6.78,6.78,6.65,6.65,6.65,6.78,15,672,4469.00,
540749,MASFIN      ,A ,Q,866.00,875.35,845.55,856.05,866.40,870.00,268,2180,1879758.00,
540750,IEX         ,A ,Q,345.50,347.45,338.40,341.85,341.85,339.35,3816,151138,51916533.00,
540755,GICRE       ,A ,Q,204.30,205.90,182.25,184.10,184.10,202.45,1570,69214,13173556.00,
540757,SCPL        ,M ,Q,163.00,166.00,163.00,164.40,164.25,171.00,4,3200,526200.00,
540762,TIINDIA     ,A ,Q,1119.05,1188.45,1119.05,1159.40,1185.00,1116.50,1095,17694,20269279.00,
540767,NAM-INDIA   ,A ,Q,332.50,337.75,331.60,336.10,334.60,330.30,678,27127,9086642.00,
540768,MAHLOG      ,A ,Q,552.00,574.60,532.40,563.05,563.05,549.40,253,2565,1417913.00,
540769,NIACL       ,A ,Q,154.20,155.85,150.40,152.15,152.00,153.00,1172,56563,8666985.00,
540774,IFGLEXPOR   ,B ,Q,318.75,326.60,316.30,322.45,325.45,312.00,771,195280,62763519.00,
540775,KHADIM      ,B ,Q,151.00,152.15,147.00,147.65,147.95,148.80,186,3831,571206.00,
540776,5PAISA      ,B ,Q,255.85,258.00,250.15,252.90,252.90,250.85,88,734,185479.00,
540777,HDFCLIFE    ,A ,Q,674.70,691.00,674.70,687.70,687.70,671.60,2406,73981,50521797.00,
540786,SHARIKA     ,M ,Q,40.00,42.00,40.00,41.80,42.00,43.75,7,21000,865200.00,
540787,ICICIB22    ,B ,Q,35.13,35.95,34.96,35.76,35.76,35.37,532,87599,3109836.00,
540789,DNAMEDIA    ,B ,Q,0.71,0.73,0.68,0.70,0.70,0.71,28,34144,23787.00,
540795,DYNAMIC     ,B ,Q,25.00,25.00,23.00,24.20,24.20,23.45,15,784,19066.00,
540797,SHALBY      ,B ,Q,99.05,106.10,97.95,102.90,102.50,99.00,894,415554,42282447.00,
540798,FSC         ,A ,Q,68.00,68.00,66.45,66.45,66.55,69.90,340,33580,2236343.00,
540811,DML         ,M ,Q,4.90,4.90,4.90,4.90,4.90,6.12,4,60000,294000.00,
540823,VITESSE     ,XT,Q,41.65,41.65,41.65,41.65,41.65,42.50,1,1,41.00,
540824,ASTRON      ,B ,Q,42.90,43.35,42.00,42.20,42.15,42.15,104,13810,586684.00,
540829,CHANDRIMA   ,XT,Q,3.65,3.79,3.65,3.66,3.66,3.72,44,43523,160193.00,
540843,RITHWIKFMS  ,M ,Q,44.50,44.50,44.50,44.50,44.50,43.75,2,6000,267000.00,
540850,JFL         ,M ,Q,8.32,8.32,8.32,8.32,8.32,8.75,1,2000,16640.00,
540861,IPRU3018    ,B ,Q,11.81,12.02,11.81,12.02,12.02,11.95,4,12100,143302.00,
540879,APOLLO      ,B ,Q,91.10,94.30,89.00,90.70,90.80,92.90,1582,74987,6850591.00,
540900,NEWGEN      ,A ,Q,287.00,292.00,286.65,288.05,287.70,287.15,189,2264,656294.00,
540901,PRAXIS      ,T ,Q,36.95,36.95,35.15,35.15,35.15,36.95,14,3600,126630.00,
540902,AMBER       ,A ,Q,3075.45,3290.00,3075.00,3259.75,3259.75,3075.45,2861,11358,36328735.00,
540935,GALAXYSURF  ,A ,Q,2427.85,2455.45,2400.50,2441.25,2434.10,2385.35,725,2270,5515017.00,
540936,GGL         ,T ,Q,29.90,29.90,29.90,29.90,29.90,30.50,5,180,5382.00,
540954,IWP         ,XT,Q,37.50,39.50,37.50,39.05,39.50,38.90,24,440,17133.00,
540955,TDSL        ,B ,Q,24.20,24.20,22.50,22.75,22.90,23.10,36,6065,139613.00,
540961,SHIVAMILLS  ,T ,Q,43.05,43.05,42.75,42.75,42.75,45.00,8,78,3346.00,
540975,ASTERDM     ,A ,Q,134.65,137.75,134.65,136.90,137.75,133.15,113,3440,467270.00,
540980,YSL         ,XT,Q,14000.00,14000.00,14000.00,14000.00,14000.00,14103.50,5,5,70000.00,
541005,KANCOTEA    ,X ,Q,44.05,45.10,44.05,45.05,45.00,46.00,4,1518,68342.00,
541019,HGINFRA     ,A ,Q,291.00,294.20,282.05,291.30,294.20,290.00,322,5254,1518110.00,
541092,ABSLRIF6RG  ,B ,Q,8.90,8.97,8.90,8.97,8.97,8.17,5,60,536.00,
541096,BPLPHARMA   ,XT,Q,326.05,342.75,326.05,339.85,342.75,338.60,41,1010,339383.00,
541097,LIQUIDETF   ,F ,Q,999.99,1000.00,999.99,999.99,999.99,1000.00,12,2966,2965986.00,
541143,BDL         ,A ,Q,344.00,345.15,334.85,336.05,335.75,340.70,413,7112,2397702.00,
541144,ACTIVE      ,M ,Q,14.00,14.00,14.00,14.00,14.00,12.00,1,2000,28000.00,
541153,BANDHANBNK  ,A ,Q,348.90,352.35,335.00,336.30,336.30,345.50,4243,202302,69130798.00,
541154,HAL         ,A ,Q,990.00,1004.85,990.00,1000.00,1000.00,987.00,2161,34248,34214089.00,
541161,KARDA       ,B ,Q,116.90,119.00,111.50,118.15,118.15,113.35,190,17661,2039512.00,
541163,SANDHAR     ,B ,Q,210.00,212.25,205.55,206.85,206.00,208.20,118,2664,553780.00,
541167,YASHO       ,B ,Q,290.00,344.75,288.00,324.15,324.15,287.30,334,13872,4317619.00,
541179,ISEC        ,A ,Q,394.40,402.20,386.25,387.35,387.35,394.70,1161,28976,11325992.00,
541195,MIDHANI     ,A ,Q,180.00,180.20,176.50,177.15,176.95,177.35,417,36417,6488550.00,
541233,LEMONTREE   ,A ,Q,36.20,37.45,35.35,35.75,35.95,36.80,1552,255828,9240105.00,
541269,CHEMFABALKA ,B ,Q,123.35,127.25,120.60,125.10,127.25,124.05,40,773,95377.00,
541299,DLCL        ,M ,Q,11.50,13.20,11.50,13.20,13.20,11.00,9,36000,457600.00,
541301,ORIENTELEC  ,A ,Q,317.25,319.55,309.70,310.35,310.65,311.55,819,24913,7858669.00,
541302,DHRUV       ,M ,Q,29.70,29.70,29.70,29.70,29.70,28.90,4,10000,297000.00,
541304,INDOUS      ,M ,Q,39.95,39.95,32.55,32.55,32.55,35.95,4,5000,187562.00,
541313,ICICI500    ,B ,Q,203.75,203.75,200.20,203.00,203.00,199.73,24,67,13565.00,
541336,INDOSTAR    ,A ,Q,318.00,318.00,312.45,313.65,313.65,316.30,129,1334,420171.00,
541347,PARVATI     ,X ,Q,2.12,2.12,2.02,2.02,2.02,2.12,18,2264,4574.00,
541353,INNOVATORS  ,M ,Q,41.60,41.60,39.80,39.80,39.80,39.80,2,4800,196800.00,
541358,SHWL        ,XT,Q,264.00,264.00,264.00,264.00,264.00,251.45,1,5,1320.00,
541400,ZIMLAB      ,X ,Q,75.50,75.50,68.60,71.00,71.05,71.90,43,13529,968936.00,
541401,ARIHANTINS  ,MT,Q,1.96,1.96,1.96,1.96,1.96,2.04,1,4000,7840.00,
541402,AFFORDABLE  ,M ,Q,94.00,94.30,87.70,92.00,94.30,91.85,16,27200,2507760.00,
541403,DOLLAR      ,A ,Q,239.45,241.00,233.00,234.10,234.95,239.35,214,2238,529470.00,
541418,NGIL        ,M ,Q,26.00,27.50,26.00,27.50,27.50,26.75,2,13000,347750.00,
541444,PALMJEWELS  ,T ,Q,64.80,64.80,64.80,64.80,64.80,68.20,6,16,1036.00,
541445,WAA         ,M ,Q,91.00,91.00,91.00,91.00,91.00,88.00,3,2400,218400.00,
541450,ADANIGREEN  ,A ,Q,1220.00,1230.00,1151.00,1156.60,1156.60,1211.55,2437,32770,38829734.00,
541503,UNICK       ,XT,Q,25.00,26.00,25.00,25.50,25.50,25.00,3,297,7527.00,
541540,SOLARA      ,A ,Q,1379.00,1380.00,1330.50,1350.35,1354.70,1348.75,557,2868,3877687.00,
541546,GAYAHWS     ,T ,Q,0.60,0.65,0.59,0.60,0.60,0.62,28,125333,74257.00,
541556,RITES       ,A ,Q,244.75,244.75,240.00,241.40,241.40,242.85,1225,28471,6874683.00,
541557,FINEORG     ,A ,Q,2305.05,2308.25,2250.00,2275.55,2275.55,2268.75,1000,3137,7148654.00,
541578,VARROC      ,A ,Q,383.00,388.00,373.55,375.05,375.60,381.75,1288,12298,4694186.00,
541601,RAJNISH     ,M ,Q,11.44,11.84,11.44,11.84,11.84,11.44,3,3600,42144.00,
541627,HITECHWIND  ,XT,Q,6.68,6.68,6.35,6.35,6.35,6.68,16,4558,29190.00,
541678,TVF1G       ,B ,Q,10.54,12.00,10.54,11.80,11.80,11.35,3,13,152.00,
541700,TCNSBRANDS  ,A ,Q,507.05,514.20,494.95,498.35,498.30,504.45,341,4236,2127566.00,
541725,IDFCEOS6RG  ,B ,Q,14.00,14.00,12.61,12.61,12.61,12.78,5,131,1822.00,
541729,HDFCAMC     ,A ,Q,2843.00,2914.80,2843.00,2891.80,2891.80,2858.65,2290,15253,44182754.00,
541735,VIVANTA     ,X ,Q,12.65,12.65,12.65,12.65,12.65,12.90,1,50,632.00,
541770,CREDITACC   ,A ,Q,673.80,684.50,641.00,679.70,684.50,668.35,825,43324,29224025.00,
541771,AMINTAN     ,X ,Q,0.85,0.89,0.77,0.80,0.78,0.83,36,41010,34061.00,
541778,DEEP        ,B ,Q,78.00,78.00,62.55,65.75,64.00,65.35,55,7941,509334.00,
541804,IPRU3168    ,B ,Q,11.24,11.25,11.24,11.24,11.25,10.50,3,10000,112445.00,
541809,ICICINXT50  ,B ,Q,34.60,35.26,34.60,34.93,34.99,33.90,23,594,20698.00,
541865,ASRL        ,B ,Q,56.15,58.50,56.15,58.50,58.50,56.05,17,8100,460383.00,
541890,SPACEINCUBA ,XT,Q,1.06,1.06,1.06,1.06,1.06,1.08,12,12187,12918.00,
541946,ICICILIQ    ,F ,Q,1001.00,1008.00,1000.00,1000.00,1000.00,1000.00,25,1745,1745646.00,
541956,IRCON       ,A ,Q,81.45,88.35,80.70,87.35,87.35,80.90,6895,1205011,103024477.00,
541972,SETFSN50    ,B ,Q,410.00,412.99,400.00,400.00,400.00,398.55,11,183,75238.00,
541974,MANORAMA    ,M ,Q,775.00,785.00,763.00,763.00,763.00,771.00,14,2100,1618575.00,
541984,NIOSAG      ,B ,Q,10.65,10.66,10.65,10.66,10.66,10.39,2,44,468.00,
541988,AAVAS       ,A ,Q,2261.40,2429.95,2261.40,2393.00,2375.00,2312.00,745,2941,6936192.00,
541999,GENERAAGRI  ,X ,Q,1.99,1.99,1.81,1.81,1.81,1.90,3,121,220.00,
542011,GRSE        ,A ,Q,193.00,193.00,186.00,186.25,186.25,190.05,259,27977,5303088.00,
542012,AAL         ,M ,Q,90.00,100.00,90.00,96.15,93.00,92.95,13,26000,2462000.00,
542013,DOLFIN      ,M ,Q,45.00,46.00,45.00,46.00,46.00,45.65,6,14000,639800.00,
542019,SHUBHAM     ,M ,Q,61.50,61.50,61.50,61.50,61.50,60.30,11,219000,13468500.00,
542057,BCPL        ,B ,Q,71.00,76.90,69.50,69.90,69.95,71.50,152,9512,674417.00,
542066,ATGL        ,A ,Q,923.00,925.30,881.10,910.20,910.20,906.05,7273,166490,150626682.00,
542131,MAN50ETF    ,B ,Q,149.00,151.40,149.00,151.40,151.40,148.20,40,2240,338658.00,
542141,TECHNOE     ,A ,Q,302.60,304.50,290.50,293.85,290.50,304.40,1657,41774,12452224.00,
542156,IPRU3218    ,B ,Q,12.50,12.50,12.50,12.50,12.50,12.50,1,3000,37500.00,
542176,ARYAN       ,XT,Q,6.61,6.61,6.61,6.61,6.61,6.30,1,200,1322.00,
542216,DALBHARAT   ,A ,Q,1566.20,1603.05,1536.50,1586.25,1590.00,1555.65,912,9129,14290984.00,
542230,ABSLNN50ET  ,B ,Q,344.00,364.62,340.00,348.61,340.00,335.95,17,18,6388.00,
542231,NILASPACES  ,T ,Q,1.50,1.50,1.37,1.39,1.43,1.44,102,3026802,4238531.00,
542233,TREJHARA    ,B ,Q,29.10,30.00,29.10,29.60,29.55,29.35,30,1551,45853.00,
542248,DECCAN      ,M ,Q,30.00,30.00,29.00,29.00,29.00,29.50,17,37200,1101960.00,
542285,AXITA       ,M ,Q,36.20,37.50,36.20,37.40,37.40,35.45,10,64000,2377000.00,
542323,KPIGLOBAL   ,M ,Q,49.00,49.00,49.00,49.00,49.00,45.15,1,1600,78400.00,
542333,RPSGVENT    ,A ,Q,340.75,342.85,333.00,340.80,340.80,335.15,174,2007,677510.00,
542337,SPENCER     ,A ,Q,71.80,71.80,69.90,70.05,70.05,70.35,670,79830,5647220.00,
542351,GLOSTERLTD  ,X ,Q,593.00,593.00,557.05,565.00,565.00,556.10,35,951,539408.00,
542367,XELPMOC     ,B ,Q,261.70,267.90,251.00,254.20,258.45,262.35,1309,21188,5505498.00,
542383,RITCO       ,M ,Q,16.45,17.05,16.45,17.05,17.05,17.15,3,4800,80480.00,
542399,CHALET      ,A ,Q,153.00,154.15,147.80,149.40,149.40,152.55,1347,60386,9032722.00,
542459,KRANTI      ,M ,Q,18.50,19.50,18.50,19.50,19.50,18.50,2,6000,114000.00,
542460,ANUP        ,B ,Q,561.00,580.00,556.20,569.85,573.55,572.30,539,14837,8369786.00,
542484,ARVINDFASN  ,A ,Q,146.50,147.00,138.85,139.75,138.95,145.50,1111,26952,3845182.00,
542503,MAHIP       ,M ,Q,3.61,3.61,3.61,3.61,3.61,3.80,2,8000,28880.00,
542513,UTISXN50    ,B ,Q,39.01,41.61,38.60,41.61,41.61,39.00,84,3542,137401.00,
542579,AGOL        ,M ,Q,48.50,48.50,45.50,46.65,45.50,50.10,9,14400,677440.00,
542597,MSTC        ,A ,Q,298.80,303.95,294.10,295.20,295.20,298.70,1774,123407,36736969.00,
542602,EMBASSY     ,IF,Q,325.25,331.00,324.40,327.07,326.86,324.37,156,636600,207588840.00,
542627,CHANDNIMACH ,X ,Q,9.50,9.50,9.50,9.50,9.50,9.50,1,1,9.00,
542628,NSL         ,M ,Q,22.00,22.00,22.00,22.00,22.00,23.00,1,3000,66000.00,
542649,RVNL        ,A ,Q,30.00,30.40,29.50,29.60,29.60,29.20,3042,2346957,69998924.00,
542650,METROPOLIS  ,A ,Q,2105.00,2280.00,2105.00,2249.25,2250.00,2079.75,6629,37303,81803108.00,
542651,KPITTECH    ,A ,Q,184.40,184.40,175.30,179.20,179.20,176.35,1285,74496,13259819.00,
542652,POLYCAB     ,A ,Q,1410.00,1410.00,1365.20,1376.60,1376.60,1390.20,1374,11065,15388613.00,
542653,JINAAM      ,M ,Q,3.49,3.49,3.35,3.35,3.35,3.40,4,8000,27200.00,
542654,VRFILMS     ,M ,Q,120.00,120.00,120.00,120.00,120.00,123.00,1,1000,120000.00,
542655,VIKASMCORP  ,B ,Q,3.07,3.11,3.00,3.02,3.02,3.07,1605,1591874,4823794.00,
542665,NEOGEN      ,A ,Q,813.80,813.80,772.80,785.95,785.95,787.05,1083,6899,5433202.00,
542669,BMW         ,X ,Q,31.40,31.40,31.40,31.40,31.40,32.00,29,557,17489.00,
542670,ARTEMISELC  ,B ,Q,44.55,44.55,41.00,42.00,42.00,42.45,41,6676,280114.00,
542677,MAHESH      ,X ,Q,4.72,4.72,4.50,4.50,4.50,4.50,5,37,167.00,
542678,CHCL        ,M ,Q,11.50,11.50,11.00,11.25,11.25,11.80,7,14000,155700.00,
542679,DEL         ,X ,Q,17.60,17.60,17.60,17.60,17.60,17.45,6,700,12320.00,
542682,HARISH      ,XT,Q,37.80,38.00,37.80,37.80,37.80,39.75,14,15976,603943.00,
542684,PPL         ,B ,Q,124.00,125.10,120.00,122.95,122.95,118.90,689,36659,4518499.00,
542685,DGCONTENT   ,B ,Q,7.41,7.45,6.80,7.26,7.26,7.10,79,15170,109942.00,
542725,SBC         ,M ,Q,41.50,41.55,41.45,41.55,41.55,41.75,8,30000,1245000.00,
542726,INDIAMART   ,A ,Q,7856.90,7911.65,7726.40,7823.15,7823.15,7782.25,959,4047,31684541.00,
542727,CPML        ,M ,Q,13.00,13.70,13.00,13.70,13.70,13.00,4,16000,214320.00,
542728,SKIEL       ,M ,Q,17.40,17.40,17.40,17.40,17.40,14.50,1,6000,104400.00,
542729,DCMNVL      ,T ,Q,92.90,92.90,84.90,90.00,90.00,89.35,30,2086,185945.00,
542730,ICICIBANKN  ,B ,Q,333.00,340.00,333.00,337.00,338.98,330.88,31,73,24679.00,
542747,NETFSNX150  ,B ,Q,49.00,49.00,49.00,49.00,49.00,49.00,2,2,98.00,
542752,AFFLE       ,A ,Q,5281.55,5324.00,5215.15,5308.60,5308.60,5180.45,595,1751,9234739.00,
542753,SEACOAST    ,X ,Q,136.00,136.00,133.00,133.30,133.00,134.40,51,6334,855854.00,
542758,ICICIBANKP  ,B ,Q,177.79,185.10,177.30,177.62,185.10,175.50,25,428,76034.00,
542759,SPANDANA    ,A ,Q,590.70,602.00,576.95,589.35,584.45,593.50,407,2976,1749839.00,
542760,SWSOLAR     ,A ,Q,253.90,262.30,250.05,252.25,252.10,249.15,2943,172517,43790149.00,
542765,TRANSPACT   ,MS,Q,162.00,162.00,162.00,162.00,162.00,162.00,1,1000,162000.00,
542771,NOVATEOR    ,M ,Q,6.26,6.26,6.26,6.26,6.26,6.58,1,6000,37560.00,
542772,IIFLWAM     ,A ,Q,1201.00,1237.75,1186.95,1229.95,1230.05,1205.95,64,179,217196.00,
542773,IIFLSEC     ,A ,Q,46.90,47.00,46.00,46.20,46.05,46.35,155,15821,734663.00,
542774,APMFINVEST  ,X ,Q,22.00,22.00,20.80,21.30,21.30,20.95,15,652,13706.00,
542802,GALACTICO   ,M ,Q,43.00,43.00,43.00,43.00,43.00,42.00,1,6000,258000.00,
542803,ELLORATRAD  ,XT,Q,57.30,57.30,57.30,57.30,57.30,58.45,2,2,114.00,
542808,NIESSPC     ,B ,Q,2.99,3.02,2.66,2.66,2.66,2.75,10,1296,3864.00,
542812,FLUOROCHEM  ,A ,Q,582.10,582.80,574.45,580.45,577.75,580.25,106,1027,593807.00,
542830,IRCTC       ,A ,Q,1745.00,1773.00,1740.35,1754.50,1754.50,1747.30,4992,78949,138396395.00,
542839,NIEHSPD     ,B ,Q,0.91,1.00,0.84,0.93,0.85,0.91,41,12619,11474.00,
542844,NIEHSPH     ,B ,Q,2.38,2.38,2.38,2.38,2.38,2.64,12,2322,5526.00,
542845,NIEHSPJ     ,B ,Q,10.85,10.85,10.85,10.85,10.85,12.05,1,1,10.00,
542847,NIESSPL     ,B ,Q,1.58,1.58,1.58,1.58,1.58,1.71,1,131,206.00,
542850,GOBLIN      ,M ,Q,24.50,25.25,24.30,24.30,24.30,25.15,10,322000,8106100.00,
542852,VISHWARAJ   ,B ,Q,129.00,135.00,124.30,126.05,126.05,123.95,295,11908,1554214.00,
542857,GREENPANEL  ,B ,Q,156.55,160.20,154.05,154.70,157.00,157.85,424,22654,3556808.00,
542863,ABSLBANETF  ,B ,Q,337.00,355.00,337.00,355.00,355.00,322.60,3,3,1029.00,
542865,ANUROOP     ,M ,Q,8.50,8.50,7.91,7.94,8.00,8.80,4,40000,323200.00,
542867,CSBBANK     ,A ,Q,240.40,242.50,233.75,238.20,236.90,238.60,823,23958,5670114.00,
542878,ABDBSPDG    ,F ,Q,0.55,0.67,0.55,0.67,0.67,0.61,2,136,77.00,
542904,UJJIVANSFB  ,A ,Q,31.00,31.00,30.05,30.20,30.20,30.50,472,110345,3353447.00,
542905,SHIL        ,A ,Q,270.00,273.55,256.85,270.75,270.75,266.35,405,7310,1921731.00,
542907,PRINCEPIPE  ,A ,Q,402.05,424.00,402.05,417.15,414.45,411.55,1525,34005,14139542.00,
542908,EBBETF0423  ,F ,Q,1116.50,1116.50,1115.00,1115.00,1115.00,1113.62,2,2,2231.00,
542909,EBBETF0430  ,F ,Q,1131.00,1133.79,1123.11,1129.81,1130.35,1131.86,91,2094,2366729.00,
542919,ARTEMISMED  ,B ,Q,222.00,222.00,213.35,213.35,213.35,214.00,7,90,19635.00,
542920,SUMICHEM    ,A ,Q,276.05,285.65,272.90,284.95,285.10,273.25,611,34710,9617349.00,
542921,ICICIM150   ,B ,Q,89.49,90.00,89.00,89.24,89.00,89.49,20,198,17673.00,
542922,MANXT50ETF  ,B ,Q,339.00,342.00,338.50,340.00,340.50,338.00,30,2011,683746.00,
542923,TRANWAY     ,MS,Q,11.20,11.20,11.11,11.16,11.11,11.69,4,40000,447100.00,
542932,BIRLATYRES  ,B ,Q,23.90,23.90,22.50,23.10,23.25,23.30,989,93950,2185071.00,
542933,UNIVPHOTO   ,B ,Q,173.50,173.50,164.50,164.50,164.50,166.20,25,319,52590.00,
542963,06AGG       ,F ,Q,3.65,3.65,3.62,3.62,3.62,3.73,7,516,1877.00,
542969,06GPG       ,F ,Q,3.28,3.28,2.70,3.28,3.28,2.99,8,1600,5186.00,
543064,SUVENPHAR   ,A ,Q,450.60,484.40,450.60,479.15,479.90,469.15,1252,14097,6659675.00,
543066,SBICARD     ,A ,Q,956.80,956.80,933.50,941.05,941.05,946.05,3909,132864,126070748.00,
543087,09AGG       ,F ,Q,126.89,126.89,126.89,126.89,126.89,115.36,3,21,2664.00,
543150,08GPG       ,B ,Q,2.94,3.52,2.94,2.94,2.94,3.25,18,1861,5473.00,
543167,10GPG       ,F ,Q,3.49,3.49,3.49,3.49,3.49,3.87,1,1,3.00,
543172,COSPOWER    ,M ,Q,47.20,47.20,47.20,47.20,47.20,48.00,1,2000,94400.00,
543174,11GPG       ,B ,Q,2.55,2.80,2.55,2.70,2.70,2.70,18,4240,11187.00,
543175,11MPD       ,B ,Q,2.02,2.35,2.02,2.16,2.29,2.24,22,1472,3168.00,
543181,11AGG       ,B ,Q,15.80,18.80,15.80,17.10,18.65,17.35,23,9141,158295.00,
